"ID","Title","Attachments","Created By","Created On","Estimate","Forecast","Priority","References","Section","Section Depth","Section Description","Suite","Suite ID","Type","Updated By","Updated On","is_converted"
"C172","Validate ""First name"" field containing only numbers.","","Yhomarys Pinzon","8/27/2026 2:07 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:09 PM","1"
"C173","Validate case-insensitivity in ""First name"" field.","","Yhomarys Pinzon","8/27/2026 2:09 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:13 PM","1"
"C174","Validate the ""First name"" field containing only special characters.","","Yhomarys Pinzon","8/27/2026 2:13 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:15 PM","1"
"C175","Validate leading and trailing spaces in ""First name"" field.","","Yhomarys Pinzon","8/27/2026 2:16 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:24 PM","1"
"C176","Validate spaces between words in the ""First name"" field.","","Yhomarys Pinzon","8/27/2026 2:25 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:26 PM","1"
"C178","Validate ""First name"" field length below minimum.","","Yhomarys Pinzon","8/27/2026 2:34 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:43 PM","1"
"C177","Validate the minimum character limit for the ""First name"" field.","","Yhomarys Pinzon","8/27/2026 2:27 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:32 PM","1"
"C179","Validate the maximum character limit for the ""First name"" field.","","Yhomarys Pinzon","8/27/2026 2:45 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:50 PM","1"
"C180","Validate ""First name"" field length above maximum.","","Yhomarys Pinzon","8/27/2026 2:51 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:53 PM","1"
"C181","Validate empty ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 2:55 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 2:58 PM","1"
"C182","Validate the ""Last name"" field with a valid format.","","Yhomarys Pinzon","8/27/2026 2:58 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:00 PM","1"
"C183","Validate ""Last name"" field containing only numbers.","","Yhomarys Pinzon","8/27/2026 3:01 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:02 PM","1"
"C184","Validate case-insensitivity in ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 3:03 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:04 PM","1"
"C185","Validate the ""Last name"" field containing only special characters.","","Yhomarys Pinzon","8/27/2026 3:05 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:07 PM","1"
"C186","Validate leading and trailing spaces in ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 3:07 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:09 PM","1"
"C187","Validate internal spaces between words in ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 3:09 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:11 PM","1"
"C188","Validate ""Last name"" field length below minimum.","","Yhomarys Pinzon","8/27/2026 3:11 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:14 PM","1"
"C189","Validate the minimum character limit for the ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 3:15 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:17 PM","1"
"C190","Validate the maximum character limit for the ""Last name"" field.","","Yhomarys Pinzon","8/27/2026 3:17 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:20 PM","1"
"C191","Validate ""Last name"" field length above maximum.","","Yhomarys Pinzon","8/27/2026 3:20 PM","","","Medium","HUN-3, The user is authenticated (as a Recruiter)., The user is on the ""Contact Information"" onboarding screen.","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:22 PM","1"
"C192","Validate the visibility of the ""Linkedin"" field.","","Yhomarys Pinzon","8/27/2026 3:23 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:24 PM","1"
"C193","Validate that the ""Linkedin"" field is optional.","","Yhomarys Pinzon","8/27/2026 3:25 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:26 PM","1"
"C194","Validate a valid LinkedIn profile URL format.","","Yhomarys Pinzon","8/27/2026 3:27 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:29 PM","1"
"C195","Validate an invalid URL structure in ""Linkedin"" field.","","Yhomarys Pinzon","8/27/2026 3:30 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:32 PM","1"
"C196","Validate leading and trailing spaces in ""Linkedin"" field.","","Yhomarys Pinzon","8/27/2026 3:32 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 3:35 PM","1"
"C197","Validate LinkedIn URL variations.","","Yhomarys Pinzon","8/27/2026 3:42 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:05 PM","1"
"C198","Validate rejection of corporate LinkedIn URLs.","","Yhomarys Pinzon","8/27/2026 4:06 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:18 PM","1"
"C199","Validate the visibility of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/27/2026 4:20 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:21 PM","1"
"C200","Validate the hover effect for the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/27/2026 4:21 PM","","","Low","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:23 PM","1"
"C201","Validate the redirection of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/27/2026 4:23 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:28 PM","1"
"C202","Validate the visibility of the ""Role"" field.","","Yhomarys Pinzon","8/27/2026 4:31 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:34 PM","1"
"C203","Validate opening and closing the ""Role"" dropdown menu.","","Yhomarys Pinzon","8/27/2026 4:34 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:36 PM","1"
"C204","Validate the hover effect on dropdown list items.","","Yhomarys Pinzon","8/27/2026 4:36 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:42 PM","1"
"C205","Validate selecting a single role from the dropdown.","","Yhomarys Pinzon","8/27/2026 4:42 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:43 PM","1"
"C206","Validate selecting multiple roles from the dropdown.","","Yhomarys Pinzon","8/27/2026 4:43 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:45 PM","1"
"C207","Validate removing a selected role tag.","","Yhomarys Pinzon","8/27/2026 4:45 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:47 PM","1"
"C208","Validate the empty ""Role"" field.","","Yhomarys Pinzon","8/27/2026 4:49 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 4:53 PM","1"
"C209","Validate typing interaction for valid roles","","Yhomarys Pinzon","8/27/2026 4:56 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:01 PM","1"
"C210","Validate typing interaction for invalid roles.","","Yhomarys Pinzon","8/27/2026 5:01 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:08 PM","1"
"C211","Validate the visibility of the ""Technologies"" filter field.","","Yhomarys Pinzon","8/27/2026 5:16 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:17 PM","1"
"C212","Validate opening and closing the ""Technologies"" dropdown menu.","","Yhomarys Pinzon","8/27/2026 5:17 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:19 PM","1"
"C213","Validate scrolling and hover effects in Technologies list.","","Yhomarys Pinzon","8/27/2026 5:19 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:27 PM","1"
"C214","Validate selecting a single technology from the dropdown.","","Yhomarys Pinzon","8/27/2026 5:36 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:38 PM","1"
"C215","Validate selecting multiple options from the ""Technologies"" dropdown.","","Yhomarys Pinzon","8/27/2026 5:38 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:40 PM","1"
"C216","Validate removing a selected technology tag.","","Yhomarys Pinzon","8/27/2026 5:40 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:42 PM","1"
"C217","Validate typing interaction for valid technologies.","","Yhomarys Pinzon","8/27/2026 5:49 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:50 PM","1"
"C218","Validate typing interaction for invalid technologies.","","Yhomarys Pinzon","8/27/2026 5:51 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:53 PM","1"
"C219","Validate the empty ""Technologies"" field","","Yhomarys Pinzon","8/27/2026 5:53 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 5:56 PM","1"
"C220","Validate the visibility of the ""Desired base salary"" section.","","Yhomarys Pinzon","8/27/2026 6:00 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:01 PM","1"
"C221","Validate Annual and Monthly tabs.","","Yhomarys Pinzon","8/27/2026 6:03 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:05 PM","1"
"C222","Validate interaction with the minimum salary slider handle.","","Yhomarys Pinzon","8/27/2026 6:05 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:06 PM","1"
"C223","Validate interaction with the maximum salary slider handle.","","Yhomarys Pinzon","8/27/2026 6:07 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:08 PM","1"
"C224","Validate submission with default salary.","","Yhomarys Pinzon","8/27/2026 6:16 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:22 PM","1"
"C225","Validate the visibility of the ""Job experience"" field.","","Yhomarys Pinzon","8/27/2026 6:25 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:26 PM","1"
"C226","Validate opening and closing the ""Job experience"" menu.","","Yhomarys Pinzon","8/27/2026 6:27 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:28 PM","1"
"C227","Validate the hover effect on experience options.","","Yhomarys Pinzon","8/27/2026 6:29 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:30 PM","1"
"C228","Validate selecting an option from ""Job experience"".","","Yhomarys Pinzon","8/27/2026 6:30 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:31 PM","1"
"C229","Validate changing a previously selected experience option.","","Yhomarys Pinzon","8/27/2026 6:31 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:33 PM","1"
"C230","Validate the empty ""Professional experience"" field.","","Yhomarys Pinzon","8/27/2026 6:33 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:35 PM","1"
"C231","Validate the visibility of the ""English level"" field.","","Yhomarys Pinzon","8/27/2026 6:38 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:39 PM","1"
"C232","Validate opening and closing the ""English level"" menu.","","Yhomarys Pinzon","8/27/2026 6:39 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:41 PM","1"
"C233","Validate the hover effect on English level options.","","Yhomarys Pinzon","8/27/2026 6:41 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:42 PM","1"
"C234","Validate selecting an option from ""English level"".","","Yhomarys Pinzon","8/27/2026 6:42 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:43 PM","1"
"C235","Validate changing a previously selected English level option.","","Yhomarys Pinzon","8/27/2026 6:44 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:45 PM","1"
"C236","Validate the empty ""English level"" field.","","Yhomarys Pinzon","8/27/2026 6:45 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/27/2026 6:47 PM","1"
"C237","Validate the visibility of the ""Candidate's location"" section.","","Yhomarys Pinzon","8/28/2026 2:21 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:22 PM","1"
"C238","Validate the tooltip information for ""Candidate's location"".","","Yhomarys Pinzon","8/28/2026 2:23 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:24 PM","1"
"C239","Validate toggling the ""Show map"" switch.","","Yhomarys Pinzon","8/28/2026 2:24 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:26 PM","1"
"C240","Validate interaction with the minimum timezone slider handle.","","Yhomarys Pinzon","8/28/2026 2:29 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:30 PM","1"
"C241","Validate interaction with the maximum timezone slider handle.","","Yhomarys Pinzon","8/28/2026 2:30 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:31 PM","1"
"C242","Validate the submission with default location parameters.","","Yhomarys Pinzon","8/28/2026 2:32 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:36 PM","1"
"C243","Validate the submission with a customized timezone criteria.","","Yhomarys Pinzon","8/28/2026 2:36 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:38 PM","1"
"C244","Validate switching to ""PAÍS/CIDADE"" tab.","","Yhomarys Pinzon","8/28/2026 2:48 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 2:52 PM","1"
"C245","Validate opening and closing the location suggestion list.","","Yhomarys Pinzon","8/28/2026 3:40 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:42 PM","1"
"C246","Validate case-insensitivity in location search typing.","","Yhomarys Pinzon","8/28/2026 3:42 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:46 PM","1"
"C247","Validate the hover effect on location suggestion items.","","Yhomarys Pinzon","8/28/2026 3:47 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:48 PM","1"
"C248","Validate selecting an option from the location list.","","Yhomarys Pinzon","8/28/2026 3:48 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:49 PM","1"
"C249","Validate search typing with an invalid or non-existing location.","","Yhomarys Pinzon","8/28/2026 3:50 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:51 PM","1"
"C250","Validate empty ""PAÍS/CIDADE"" field restriction.","","Yhomarys Pinzon","8/28/2026 3:51 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:54 PM","1"
"C251","Validate the visibility of the ""NEXT"" button.","","Yhomarys Pinzon","8/28/2026 3:56 PM","","","Medium","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:58 PM","1"
"C252","Validate the hover effect on the ""NEXT"" button.","","Yhomarys Pinzon","8/28/2026 3:57 PM","","","Low","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 3:59 PM","1"
"C253","Validate the ""NEXT"" button's redirect.","","Yhomarys Pinzon","8/28/2026 3:59 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 4:01 PM","1"
"C254","Validate redirection to the candidates list view.","","Yhomarys Pinzon","8/28/2026 4:04 PM","","","High","HUN-3","As a recruiter","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 4:13 PM","1"
"C255","Validate empty ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 8:21 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:24 PM","1"
"C256","Validate the ""Desired position"" field with a valid format.","","Yhomarys Pinzon","8/28/2026 8:25 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:27 PM","1"
"C257","Validate ""Desired position"" field containing only numbers.","","Yhomarys Pinzon","8/28/2026 8:28 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:32 PM","1"
"C258","Validate case-insensitivity in ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 8:33 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:39 PM","1"
"C259","Validate the ""Desired position"" field containing only special characters.","","Yhomarys Pinzon","8/28/2026 8:43 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:45 PM","1"
"C260","Validate leading and trailing spaces in ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 8:45 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:48 PM","1"
"C261","Validate spaces between words in the ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 8:48 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:50 PM","1"
"C262","Validate ""Desired position"" field length below minimum.","","Yhomarys Pinzon","8/28/2026 8:50 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 8:56 PM","1"
"C263","Validate the minimum character limit for the ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 8:59 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 9:05 PM","1"
"C264","Validate the maximum character limit for the ""Desired position"" field.","","Yhomarys Pinzon","8/28/2026 9:05 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 9:08 PM","1"
"C265","Validate ""Desired position"" field length above maximum.","","Yhomarys Pinzon","8/28/2026 9:09 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/28/2026 9:10 PM","1"
"C266","Validate the visibility of the ""Desired roles"" filter field.","","Yhomarys Pinzon","8/30/2026 4:37 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:38 PM","1"
"C267","Validate opening and closing the ""Desired roles"" dropdown menu.","","Yhomarys Pinzon","8/30/2026 4:39 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:42 PM","1"
"C268","Validate scrolling and hover effects in Desired roles list.","","Yhomarys Pinzon","8/30/2026 4:42 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:43 PM","1"
"C269","Validate selecting a single role from the dropdown.","","Yhomarys Pinzon","8/30/2026 4:44 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:45 PM","1"
"C270","Validate selecting multiple roles from the dropdown.","","Yhomarys Pinzon","8/30/2026 4:45 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:46 PM","1"
"C271","Validate removing a selected role tag.","","Yhomarys Pinzon","8/30/2026 4:47 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:48 PM","1"
"C272","Validate typing interaction for valid roles.","","Yhomarys Pinzon","8/30/2026 4:48 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:50 PM","1"
"C273","Validate typing interaction for invalid roles.","","Yhomarys Pinzon","8/30/2026 4:50 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 4:51 PM","1"
"C274","Validate the visibility and tooltip of ""Core technical skills"" field.","","Yhomarys Pinzon","8/30/2026 5:32 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 5:34 PM","1"
"C275","Validate typing interaction and scrollbar for valid skills.","","Yhomarys Pinzon","8/30/2026 5:34 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 5:48 PM","1"
"C276","Validate typing interaction for invalid skills.","","Yhomarys Pinzon","8/30/2026 5:49 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 5:50 PM","1"
"C277","Validate selecting fewer skills than the minimum required limit.","","Yhomarys Pinzon","8/30/2026 5:51 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 5:55 PM","1"
"C278","Validate selecting the exact minimum number of required skills.","","Yhomarys Pinzon","8/30/2026 5:55 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 5:57 PM","1"
"C279","Validate selecting the exact maximum number of allowed skills.","","Yhomarys Pinzon","8/30/2026 5:58 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:02 PM","1"
"C280","Validate blocking of skills above the maximum allowed limit.","","Yhomarys Pinzon","8/30/2026 6:02 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:04 PM","1"
"C281","Validate removing a selected skill tag.","","Yhomarys Pinzon","8/30/2026 6:04 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:06 PM","1"
"C282","Validate empty ""Core technical skills"" field restriction.","","Yhomarys Pinzon","8/30/2026 6:12 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:15 PM","1"
"C283","Verify the visibility of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 6:16 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:19 PM","1"
"C284","Validate the hover effect for the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 6:19 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:20 PM","1"
"C285","Validate the redirection of the ""SAVE AND CONTINUE"" button.","","Yhomarys Pinzon","8/30/2026 6:20 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:22 PM","1"
"C286","Validate the visibility and tooltip of ""Desired base salary"" field.","","Yhomarys Pinzon","8/30/2026 6:31 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:32 PM","1"
"C287","Validate salary toggle interaction.","","Yhomarys Pinzon","8/30/2026 6:33 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:34 PM","1"
"C288","Validate the salary field with a valid numerical format.","","Yhomarys Pinzon","8/30/2026 6:34 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:36 PM","1"
"C289","Validate the salary field containing only letters.","","Yhomarys Pinzon","8/30/2026 6:41 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:43 PM","1"
"C290","Validate the salary field containing only special characters.","","Yhomarys Pinzon","8/30/2026 6:44 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:52 PM","1"
"C291","Validate the empty salary field.","","Yhomarys Pinzon","8/30/2026 6:53 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 6:55 PM","1"
"C292","Validate below annual salary minimum.","","Yhomarys Pinzon","8/30/2026 7:03 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:06 PM","1"
"C293","Validate annual salary minimum limit.","","Yhomarys Pinzon","8/30/2026 7:11 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:18 PM","1"
"C294","Validate the maximum annual salary limit.","","Yhomarys Pinzon","8/30/2026 7:19 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:23 PM","1"
"C295","Validate restriction above annual salary maximum limit","","Yhomarys Pinzon","8/30/2026 7:28 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:31 PM","1"
"C296","Validate below monthly salary minimum.","","Yhomarys Pinzon","8/30/2026 7:33 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:36 PM","1"
"C297","Validate monthly salary minimum limit.","","Yhomarys Pinzon","8/30/2026 7:37 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","8/30/2026 7:38 PM","1"
